Quality Supplement Mfg,,,,,,,
On Hand,,,,,,,
 ,,,,,,,
Part Number,Description,Qty,,Location,Tracking,,
R1243,Grape Seed Extract 4:1 (Vitis vininfera),7.00,kg,Stock Bin # E5,"ExpDate: 2022-09-30

Lot#: 18-10-227
",,
R129,Alfalfa Leaf Powder,7.507,kg,Stock Bin # E5,"ExpDate: 2023-03-01

Lot#: SBR-S050481
",,
R227,D-Calcium Pantothenate,5.758,kg,Stock Bin # E5,"ExpDate: 2022-12-24

Lot#: JWTMBWFSG-T-122502
",,
R321,Parsley Leaf Powder,13.678,kg,Stock Bin # E5,"ExpDate: 2022-04-30

Lot#: SBS-5120851
",,
R321,Parsley Leaf Powder,3.11,kg,Stock Bin # E5,"ExpDate: 2023-08-31

Lot#: SBU-S020100
",,
R321,Parsley Leaf Powder,4.558,kg,Stock Bin # E5,"ExpDate: 2022-04-01

Lot#: SBS-S100695
",,
R473,Passion Flower Extract 4:1,14.40,kg,Stock Bin # E5,"ExpDate: 2024-11-08

Lot#: 20191109
",,
R895,Palmitoylethanolamide (PEA),10.355,kg,Stock Bin # E5,"ExpDate: 2023-03-29

Lot#: MLP-PEA-20200330
",,
R045,L-Theanine,3.548,kg,Stock Bin # E6,"ExpDate: 2022-11-04

Lot#: 20201105
",,
R046,Vitamin B6 Pyridoxine HCl,0.892,kg,Stock Bin # E6,"ExpDate: 2023-12-20

Lot#: 05200407
",,
R046,Vitamin B6 Pyridoxine HCl,11.046,kg,Stock Bin # E6,"ExpDate: 2023-09-21

Lot#: PH19092018
",,
R083,Turmeric Root Powder,10.00,kg,Stock Bin # E6,"ExpDate: 2025-05-12

Lot#: CP20200559
",,
R083,Turmeric Root Powder,4.30,kg,Stock Bin # E6,"ExpDate: 2024-05-01

Lot#: PEIPL/FGTP/00222
",,
R1113,Sage Leaf Powder,7.314,kg,Stock Bin # E6,"ExpDate: 2024-01-19

Lot#: 99597-53
",,
R1120,Uridine 5'-monophosphate,3.207,kg,Stock Bin # E6,"ExpDate: 2023-08-11

Lot#: 20210812
",,
R1207,Ashwagandha Extract (5% Withanolides),21.807,kg,Stock Bin # E6,"ExpDate: 2024-02-29

Lot#: NBT-21051
",,
R126,Potassium Chloride FCC grade,8.50,kg,Stock Bin # E6,"ExpDate: 2024-10-30

Lot#: K19456
",,
R126,Potassium Chloride FCC grade,5.328,kg,Stock Bin # E6,"ExpDate: 2024-06-28

Lot#: R120335852
",,
R1298,Sunfiber® Prebiotic Fiber (Hydrolyzed Guar Gum) (Plant Origin),2.20,kg,Stock Bin # E6,"ExpDate: 2023-01-18

Lot#: 101194
",,
R1315,Hydrolyzed Marine Collagen [Fish Allergen] (Nutra Food Ingredients),11.971,kg,Stock Bin # E6,"ExpDate: 2023-03-23

Lot#: 0197-01-004
",,
R1321,Phosphatidylserine 20% (from Sunflower),0.777,kg,Stock Bin # E6,"ExpDate: 2023-05-05

Lot#: PSUN052001
",,
R1321,Phosphatidylserine 20% (from Sunflower),10.00,kg,Stock Bin # E6,"ExpDate: 2024-07-04

Lot#: PSUN072101P
",,
R152,Vitamin B1 Thiamine Mono,4.00,kg,Stock Bin # E6,"ExpDate: 2024-01-06

Lot#: Y02202101010
",,
R152,Vitamin B1 Thiamine Mono,7.842,kg,Stock Bin # E6,"ExpDate: 2022-12-01

Lot#: TN18122013
",,
R205,Gotu Kola Herb Powder,0.552,kg,Stock Bin # E6,"ExpDate: 2022-02-23

Lot#: CJXC-A-902156
",,
R208,Nettle Leaf Powder,3.72,kg,Stock Bin # E6,"ExpDate: 2023-11-05

Lot#: CQMY-C-A021055
",,
R372,Rice Bran Powder,0.51,kg,Stock Bin # E6,"ExpDate: 2022-11-30

Lot#: 21-01-025
",,
R413,Croscarmellose Sodium,35.90,kg,Stock Bin # E6,"ExpDate: 2025-02-25

Lot#: CO011/20
",,
R456,Bilberry Fruit Extract 4:1,20.40,kg,Stock Bin # E6,"ExpDate: 2024-03-08

Lot#: CBV20210309-1
",,
R654,Java Tea (Orthosiphon stamineus) Cat Whiskers Extract 4:1,9.26,kg,Stock Bin # E6,"ExpDate: 2023-07-16

Lot#: CA181125
",,
R803,Trans Resveratrol 50%,4.10,kg,Stock Bin # E6,"ExpDate: 2022-11-01

Lot#: GK20191101
",,
R806,Muira Puama Root Powder,1.074,kg,Stock Bin # E6,"ExpDate: 2022-09-30

Lot#: SBT-S080738
",,
R832,Saw Palmetto Berry Powder,11.85,kg,Stock Bin # E6,"ExpDate: 2023-12-17

Lot#: CJUYZ-C-A021184
",,
CS#5170,Deep Sea Salt,55.00,kg,Stock Bin # E7,"ExpDate: 2023-06-30

Lot#: 22084
",,
R1309,Hydrangea Root Powder Extract 10:1,16.10,kg,Stock Bin # E7,"ExpDate: 2023-12-31

Lot#: 20120819501
",,
R232,Bacopa Monnieri Extract 20%,16.513,kg,Stock Bin # E7,"ExpDate: 2022-08-30

Lot#: NIGBM20-1909V4371419
",,
R284,Tart Cherry Extract 10:1,0.80,kg,Stock Bin # E7,"ExpDate: 2023-08-20

Lot#: 20082101
",,
R749,Fenugreek Extract (50% Saponins),2.953,kg,Stock Bin # E7,"ExpDate: 2023-09-06

Lot#: CHLB-A-902536
",,
R071,Echinacea Angustifolia Herb Powder,21.00,kg,Stock Bin # E8,"ExpDate: 2022-07-01

Lot#: NIGEAHP-1907V058724
",,
R071,Echinacea Angustifolia Herb Powder,15.169,kg,Stock Bin # E8,"ExpDate: 2022-06-09

Lot#: 92302-53
",,
R1113,Sage Leaf Powder,10.858,kg,Stock Bin # E8,"ExpDate: 2022-12-16

Lot#: 96108-53
",,
R1170,Citrus Bioflavinoids 50% Complex,17.83,kg,Stock Bin # E8,"ExpDate: 2022-04-12

Lot#: SY20191205
",,
R1170,Citrus Bioflavinoids 50% Complex,100.00,kg,Stock Bin # E8,"ExpDate: 2023-03-04

Lot#: CCPD-B-A008140
",,
R424,Black Elderberry Powder (Sambucus Nigra),17.241,kg,Stock Bin # E8,"ExpDate: 2022-03-19

Lot#: 20200325
",,
R454,Blessed Thistle Powder,9.87,kg,Stock Bin # E8,"ExpDate: 2024-06-07

Lot#: CZYH-E-A006154
",,
R454,Blessed Thistle Powder,2.934,kg,Stock Bin # E8,"ExpDate: 2023-07-23

Lot#: CCYH-A-802598
",,
R454,Blessed Thistle Powder,10.799,kg,Stock Bin # E8,"ExpDate: 2023-10-13

Lot#: CZYH-C-A002995
",,
R970,Pomegranate Extract 4:1,1.337,kg,Stock Bin # E8,"ExpDate: 2022-09-21

Lot#: PG20190922-2
",,
R014,Calcium Carbonate Powder,25.00,kg,Stock Bin # E9,"ExpDate: 2022-12-26

Lot#: TGF20029
",,
R024,Guarana Seed Extract 22% Caffeine,1.00,kg,Stock Bin # E9,"ExpDate: 2023-11-30

Lot#: SB20-H121927
",,
R1096,Copper Gluconate 14%,3.723,kg,Stock Bin # E9,"ExpDate: 2024-02-28

Lot#: 20190325
",,
R1367,Gymnema Sylvestre Extract (25% Gymnemic Acid) (leaf) (COO: Non-Chinese),22.38,kg,Stock Bin # E9,"ExpDate: 2024-03-31

Lot#: GYM25-210410
",,
R1372,Tribulus Terrestris (95% saponins),5.50,kg,Stock Bin # E9,"ExpDate: 2024-01-24

Lot#: GLA-TTE21012501
",,
R502,Oat Straw (Avena Sativa) P.E. 10:1,9.70,kg,Stock Bin # E9,"ExpDate: 2024-01-13

Lot#: 20210114
",,
R583,Berberine HCL 97% (Barberry) (Berberis aristata) (bark),1.30,kg,Stock Bin # E9,"ExpDate: 2024-01-23

Lot#: 21012451
",,
R611,Ascorbyl Palmitate,4.40,kg,Stock Bin # E9,"ExpDate: 2023-05-11

Lot#: 210512288
",,
R695,Waxy Maize,24.537,kg,Stock Bin # E9,"ExpDate: 2022-09-13

Lot#: 20200314118
",,
R701,Acesulfame Potassium (Ace K),4.297,kg,Stock Bin # E9,"ExpDate: 2022-08-05

Lot#: 20180827
",,
R704,Trisodium Citrate Dihydrate,35.4846,kg,Stock Bin # E9,"ExpDate: 2022-11-30

Lot#: 02020667
",,
R817,"Beta-1,3 / 1,6-Glucan 70%",3.078,kg,Stock Bin # E9,"ExpDate: 2022-03-19

Lot#: BE200319
",,
R817,"Beta-1,3 / 1,6-Glucan 70%",25.00,kg,Stock Bin # E9,"ExpDate: 2022-04-14

Lot#: BE200414
",,
R001,Dextrose Cerelose®,1.377,kg,Stock Bin # F11,"ExpDate: 2023-10-26

Lot#: 1420300302
",,
R001,Dextrose Cerelose®,106.9156,kg,Stock Bin # F11,"ExpDate: 2024-09-03

Lot#: 1421242307
",,
R149,Quercetin Dihydrate 98%,100.00,kg,Stock Bin # F11,"ExpDate: 2023-03-05

Lot#: QD210305
",,
R149,Quercetin Dihydrate 98%,1.71,kg,Stock Bin # F11,"ExpDate: 2023-02-03

Lot#: QD210129
",,
R072,Alpha Lipoic Acid (ALA),2.35,kg,Stock Bin # F14,"ExpDate: 2023-06-23

Lot#: TA210636
",,
R502,Oat Straw (Avena Sativa) P.E. 10:1,33.00,kg,Stock Bin # F14,"ExpDate: 2025-03-15

Lot#: 20200316
",,
R502,Oat Straw (Avena Sativa) P.E. 10:1,74.88,kg,Stock Bin # F14,"ExpDate: 2023-10-27

Lot#: YMC-201028
",,
R1188,"Orange Flavor, Osage FLA114977",174.88,kg,Stock Bin # F18,"ExpDate: 2022-10-31

Lot#: 101-211029-031
",,
R1188,"Orange Flavor, Osage FLA114977",21.896,kg,Stock Bin # F18,"ExpDate: 2023-12-14

Lot#: 101-201124-598
",,
PS#10290,44 Gallon Fibre Drum with Lid,2.00,ea,Stock Bin # F19,"Lot#: 10-01-2021
",,
R106,Panax Ginseng Extract 4:1,50.00,kg,Stock Bin # F2,"ExpDate: 2023-11-03

Lot#: GI202011005
",,
R106,Panax Ginseng Extract 4:1,6.70,kg,Stock Bin # F2,"ExpDate: 2023-05-07

Lot#: PGE20050805
",,
R1073,Calcium Bisglycinate Chelate 18% (TRAACS�),0.175,kg,Stock Bin # F2,"ExpDate: 2022-01-14

Lot#: 19014201
",,
R1131,BIO-CAT Food Enzyme Complex Blend,5.065,kg,Stock Bin # F2,"ExpDate: 2023-04-23

Lot#: FECB-BD23
",,
R254,"Vitamin D3 Cholecalciferol (100,000 IU/g)",4.399,kg,Stock Bin # F2,"ExpDate: 2022-12-23

Lot#: 2020121301
",,
R297,Astragalus Extract 4:1,25.00,kg,Stock Bin # F2,"ExpDate: 2023-03-17

Lot#: HQT-200318
",,
R414,Maca Root Extract 10:1,17.173,kg,Stock Bin # F2,"ExpDate: 2022-12-01

Lot#: MCT-191202
",,
R414,Maca Root Extract 10:1,24.88,kg,Stock Bin # F2,"ExpDate: 2024-06-28

Lot#: 2021062904
",,
R479,Collagen Chicken Type II Hydrolyzed,4.623,kg,Stock Bin # F2,"ExpDate: 2022-08-15

Lot#: 20190816
",,
R801,Vitamin B1 Benfotiamine,5.102,kg,Stock Bin # F2,"ExpDate: 2024-05-26

Lot#: 202105004
",,
PS#10290,44 Gallon Fibre Drum with Lid,2.00,ea,Stock Bin # F21,"Lot#: 10-01-2021
",,
PS#10290,44 Gallon Fibre Drum with Lid,8.00,ea,Stock Bin # F22,"Lot#: 10-01-2021
",,
CS#5280,Bovine Collagen A,400.00,kg,Stock Bin # F23,"ExpDate: 2024-03-16

Lot#: 210317B
",,
CS#5280,Bovine Collagen A,839.88,kg,Stock Bin # F24,"ExpDate: 2024-03-16

Lot#: 210317B
",,
CS#5280,Bovine Collagen A,59.88,kg,Stock Bin # F24,"ExpDate: 2024-05-07

Lot#: 210504B
",,
R254,"Vitamin D3 Cholecalciferol (100,000 IU/g)",24.30,kg,Stock Bin # F3,"ExpDate: 2022-12-23

Lot#: 2020121301
",,
R452,Sarsaparilla Extract 4:1,599.88,kg,Stock Bin # F3,"ExpDate: 2024-03-25

Lot#: SA210326
",,
R452,Sarsaparilla Extract 4:1,34.00,kg,Stock Bin # F3,"ExpDate: 2023-11-19

Lot#: BQT-201120
",,
R477,Granular Turmeric Extract Curcuminoids 95% HPLC (Natural),0.30,kg,Stock Bin # F3,"ExpDate: 2025-08-25

Lot#: CP20200835
",,
R1375,Magnesium Glycinate 18%,212.349,kg,Stock Bin # F31,"ExpDate: 2023-03-29

Lot#: GMFH21017
",,
R107,Eleutherococcus (Siberian Ginseng) Powder,54.90,kg,Stock Bin # F5,"ExpDate: 2023-02-12

Lot#: CCWJ-C-A002095
",,
R107,Eleutherococcus (Siberian Ginseng) Powder,124.88,kg,Stock Bin # F5,"ExpDate: 2023-05-11

Lot#: SGP-20210511
",,
R390,Zinc Picolinate 20%,19.304,kg,Stock Bin # F5,"ExpDate: 2025-11-30

Lot#: 226122020
",,
R1196,Orange Juice Powder (Non-GMO),99.88,kg,Stock Bin # F6,"ExpDate: 2024-01-09

Lot#: CTC-C-A102015
",,
R1390,Organic Echinacea Purpurea (Herb),14.88,kg,Stock Bin # F6,"ExpDate: 2023-07-15

Lot#: CZZJ-C-A007356
",,
R518,Hydroxypropyl Methylcellulose (HPMC),400.00,kg,Stock Bin # F6,"ExpDate: 2023-01-01

Lot#: 210104
",,
R029,Tribulus Terrestris Extract 45%,19.46,kg,Stock Bin # F8,"ExpDate: 2022-10-29

Lot#: CCJI191030-1
",,
R029,Tribulus Terrestris Extract 45%,49.845,kg,Stock Bin # F8,"ExpDate: 2024-04-24

Lot#: CJL210426-1
",,
R1364,Green Tea Extract (90% Epicatechin HPLC),2.34442,kg,Stock Bin # F8,"ExpDate: 2023-09-16

Lot#: 210916
",,
R391,Nettle Leaf Extract 4:1,24.88,kg,Stock Bin # F8,"ExpDate: 2023-06-26

Lot#: NE21052710
",,
R391,Nettle Leaf Extract 4:1,13.20,kg,Stock Bin # F8,"ExpDate: 2023-05-23

Lot#: 20200524
",,
R451,Orchic Substance (Bovine),15.383,kg,Stock Bin # F8,"ExpDate: 2025-07-15

Lot#: 08110071-B
",,
R451,Orchic Substance (Bovine),8.50,kg,Stock Bin # F8,"ExpDate: 2025-04-15

Lot#: 08100496-8
",,
R451,Orchic Substance (Bovine),49.88,kg,Stock Bin # F8,"ExpDate: 2023-12-31

Lot#: 7604
",,
R169,Magnesium Stearate,200.00,kg,Stock Bin # F9,"ExpDate: 2026-01-30

Lot#: MGST0K2008
",,
R169,Magnesium Stearate,914.116,kg,Stock Bin # F9,"ExpDate: 2026-01-30

Lot#: MGST0K2007
",,
R050,00 Vcaps Plus Clear Capsules,"5,250,000.00",ea,Stock Bin # G15,"ExpDate: 2026-11-27

Lot#: 9051493
",,
R028,Inositol (Myo-inositol),19.724,kg,Stock Bin # G2,"ExpDate: 2024-03-25

Lot#: CJCH-C-A102268
",,
R1014,Chromium yeast (saccharomyces) 0.2% Chromium,18.90,kg,Stock Bin # G2,"ExpDate: 2024-09-30

Lot#: 791916
",,
R1359,Organic Codonopsis Powder,20.28,kg,Stock Bin # G2,"ExpDate: 2023-09-01

Lot#: HK210902
",,
R183,Vanadyl Sulfate,8.131,kg,Stock Bin # G2,"ExpDate: 2023-09-30

Lot#: 0338010/1.1
",,
R226,5-HTP (L-5 Hydroxytryptophan),3.618,kg,Stock Bin # G2,"ExpDate: 2023-07-30

Lot#: C062107021
",,
R450,Oyster Shell Powder,22.60,kg,Stock Bin # G2,"ExpDate: 2024-03-30

Lot#: 064201
",,
R450,Oyster Shell Powder,45.22,kg,Stock Bin # G2,"ExpDate: 2025-03-30

Lot#: 064211
",,
R610,Beta Carotene 20% Powder CWS,13.30,kg,Stock Bin # G2,"ExpDate: 2024-05-16

Lot#: 21051712
",,
R649,Ashwagandha Root Powder,7.84,kg,Stock Bin # G2,"ExpDate: 2024-03-31

Lot#: N21173
",,
R858,Epimedium Extract (Horny Goat Weed) PE 10% Icariins - HPLC,4.065,kg,Stock Bin # G2,"ExpDate: 2024-05-09

Lot#: EE21051010
",,
CS#5173,Rice Bran Meal,953.40,kg,Stock Bin In Process,"ExpDate: 2022-10-21

Lot#: 21294-353-M
",,
CS#5275,00 Gelatin Clear / Clear,"300,000.00",ea,Stock Bin In Process,"ExpDate: 2023-03-25

Lot#: A202105022
",,
CS#5275,00 Gelatin Clear / Clear,"235,000.00",ea,Stock Bin In Process,"ExpDate: 2025-08-29

Lot#: 820081857
",,
CS#5275,00 Gelatin Clear / Clear,"140,000.00",ea,Stock Bin In Process,"ExpDate: 2025-06-27

Lot#: 820062537
",,
LB#002,NeurUlta LLC - Nooflow Absolute Mind - 60 ct - Bottle Box,"4,168.00",ea,Stock Bin In Process,,,
PS#10024,38-400 White Ribbed Lid - Heat Induction Liner Shiny Top 2900/case,"2,094.00",ea,Stock Bin In Process,"Lot#: JR00049624
",,
PS#10161-ALPHA,250cc Black PET Bottles 45-400 neck finish,13.00,ea,Stock Bin In Process,"Lot#: P212511
",,
PS#10253,COMAR - 225cc Dark Amber PET Bottle 45-400 (PX),276.00,ea,Stock Bin In Process,"Lot#: 12535130
",,
R001,Dextrose Cerelose®,34.787,kg,Stock Bin In Process,"ExpDate: 2023-10-26

Lot#: 1420300302
",,
R001,Dextrose Cerelose®,6.463,kg,Stock Bin In Process,"ExpDate: 2024-09-03

Lot#: 1421242307
",,
R002,PEG 8000 Carbowax (Polyethylene Glycols),53.00,kg,Stock Bin In Process,"ExpDate: 2023-05-15

Lot#: D684K5FEB1
",,
R003,0 Vcaps Clear Capsules,"33,950.00",ea,Stock Bin In Process,"ExpDate: 2026-04-01

Lot#: VPOA51A51-13908
",,
R003,0 Vcaps Clear Capsules,"18,000.00",ea,Stock Bin In Process,"ExpDate: 2025-06-11

Lot#: VP0A51A51-04303
",,
R004,00 Vcaps Clear Capsules,1.00,ea,Stock Bin In Process,"ExpDate: 2025-08-31

Lot#: T00A51A51-200522VN
",,
R004,00 Vcaps Clear Capsules,1.00,ea,Stock Bin In Process,"ExpDate: 2025-10-28

Lot#: T0051A51A-200311VN
",,
R004,00 Vcaps Clear Capsules,1.00,ea,Stock Bin In Process,"ExpDate: 2025-10-15

Lot#: T0051A51A-200827VN
",,
R004,00 Vcaps Clear Capsules,1.00,ea,Stock Bin In Process,"ExpDate: 2025-09-14

Lot#: T00A51A51-200525VN
",,
R005,Stearic Acid,39.88,kg,Stock Bin In Process,"ExpDate: 2023-09-05

Lot#: 062009 701885118
",,
R005,Stearic Acid,181.51,kg,Stock Bin In Process,"ExpDate: 2024-01-31

Lot#: 012102703120121
",,
R005,Stearic Acid,398.204,kg,Stock Bin In Process,"ExpDate: 2023-05-23

Lot#: LSB/21-7325
",,
R005,Stearic Acid,290.873,kg,Stock Bin In Process,"ExpDate: 2022-07-31

Lot#: SBU-S010024
",,
R005,Stearic Acid,150.00,kg,Stock Bin In Process,"ExpDate: 2023-06-04

Lot#: LSB/21-7337
",,
R005,Stearic Acid,787.20,kg,Stock Bin In Process,"ExpDate: 2023-05-18

Lot#: LSB/21-7319
",,
R007,Calcium Carbonate Granular (DC95),93.1588,kg,Stock Bin In Process,"ExpDate: 2022-06-04

Lot#: TGK20028
",,
R007,Calcium Carbonate Granular (DC95),"3,299.6115",kg,Stock Bin In Process,"ExpDate: 2023-02-25

Lot#: TGK21012
",,
R010,Silicon Dioxide,156.267,kg,Stock Bin In Process,"ExpDate: 2023-04-01

Lot#: 17313
",,
R010,Silicon Dioxide,7.523,kg,Stock Bin In Process,"ExpDate: 2022-07-01

Lot#: 16410
",,
R010,Silicon Dioxide,27.524,kg,Stock Bin In Process,"ExpDate: 2023-06-01

Lot#: 17501
",,
R010,Silicon Dioxide,29.66,kg,Stock Bin In Process,"ExpDate: 2022-09-01

Lot#: 16616
",,
R014,Calcium Carbonate Powder,27.50,kg,Stock Bin In Process,"ExpDate: 2022-12-26

Lot#: TGF20029
",,
R019,Citrus Bioflavonoid 25%,11.888,kg,Stock Bin In Process,"ExpDate: 2024-01-14

Lot#: CAE210125
",,
R019,Citrus Bioflavonoid 25%,15.612,kg,Stock Bin In Process,"ExpDate: 2023-10-11

Lot#: 20201012
",,
R022,DL-Methionine,1.32,kg,Stock Bin In Process,"ExpDate: 2023-09-30

Lot#: 1812290305
",,
R022,DL-Methionine,13.30,kg,Stock Bin In Process,"ExpDate: 2023-08-31

Lot#: 1812290305
",,
R025,Grape Seed Extract 95% Proanthocyanidins,11.00,kg,Stock Bin In Process,"ExpDate: 2022-12-09

Lot#: 201210-1
",,
R025,Grape Seed Extract 95% Proanthocyanidins,37.20,kg,Stock Bin In Process,"ExpDate: 2023-12-01

Lot#: GRS202012005
",,
R026,Vitamin C (Ascorbic Acid),70.942,kg,Stock Bin In Process,"ExpDate: 2023-03-31

Lot#: 3200121084
",,
R026,Vitamin C (Ascorbic Acid),94.16,kg,Stock Bin In Process,"ExpDate: 2024-04-04

Lot#: 210405-C03
",,
R026,Vitamin C (Ascorbic Acid),99.001,kg,Stock Bin In Process,"ExpDate: 2023-09-30

Lot#: 3200141027
",,
R027,Vitamin B3 Niacinamide,16.50,kg,Stock Bin In Process,"ExpDate: 2024-05-09

Lot#: 2105009
",,
R028,Inositol (Myo-inositol),8.615,kg,Stock Bin In Process,"ExpDate: 2023-10-30

Lot#: 201910097
",,
R028,Inositol (Myo-inositol),1.618,kg,Stock Bin In Process,"ExpDate: 2022-02-07

Lot#: CJCH-C-902151
",,
R028,Inositol (Myo-inositol),4.447,kg,Stock Bin In Process,"ExpDate: 2024-03-25

Lot#: CJCH-C-A102268
",,
R028,Inositol (Myo-inositol),24.87,kg,Stock Bin In Process,"ExpDate: 2023-10-23

Lot#: CJCH-C-A021041
",,
R032,Manganese Gluconate 11%,3.299,kg,Stock Bin In Process,"ExpDate: 2022-12-31

Lot#: 560363
",,
R036,Methylsulfonylmethane (MSM 40 Mesh),24.234,kg,Stock Bin In Process,"ExpDate: 2024-12-23

Lot#: HSMSM20201224
",,
R036,Methylsulfonylmethane (MSM 40 Mesh),856.79,kg,Stock Bin In Process,"ExpDate: 2023-05-30

Lot#: SBU-S090500
",,
R036,Methylsulfonylmethane (MSM 40 Mesh),8.10,kg,Stock Bin In Process,"ExpDate: 2024-09-12

Lot#: 20201210
",,
R037,Yucca Root Powder,19.90,kg,Stock Bin In Process,"ExpDate: 2023-06-11

Lot#: YP1-061221-1973
",,
R037,Yucca Root Powder,150.00,kg,Stock Bin In Process,"ExpDate: 2023-12-30

Lot#: SBU-S070413
",,
R038,Chondroitin Sulfate (Bovine),"1,152.56662",kg,Stock Bin In Process,"ExpDate: 2024-08-31

Lot#: NIGCSB-2108V296221
",,
R045,L-Theanine,6.468,kg,Stock Bin In Process,"ExpDate: 2022-11-04

Lot#: 20201105
",,
R046,Vitamin B6 Pyridoxine HCl,20.121,kg,Stock Bin In Process,"ExpDate: 2023-12-20

Lot#: 05200407
",,
R046,Vitamin B6 Pyridoxine HCl,0.158,kg,Stock Bin In Process,"ExpDate: 2023-09-21

Lot#: PH19092018
",,
R050,00 Vcaps Plus Clear Capsules,"618,979.00",ea,Stock Bin In Process,"ExpDate: 2026-09-03

Lot#: 9050617
",,
R050,00 Vcaps Plus Clear Capsules,"4,200,000.00",ea,Stock Bin In Process,"ExpDate: 2026-10-27

Lot#: 9051184
",,
R050,00 Vcaps Plus Clear Capsules,"4,200,000.00",ea,Stock Bin In Process,"ExpDate: 2026-11-27

Lot#: 9051493
",,
R050,00 Vcaps Plus Clear Capsules,"265,174.00",ea,Stock Bin In Process,"ExpDate: 2026-08-08

Lot#: 9050490
",,
R050,00 Vcaps Plus Clear Capsules,"10,000.00",ea,Stock Bin In Process,"ExpDate: 2026-08-06

Lot#: 9050447
",,
R050,00 Vcaps Plus Clear Capsules,"280,000.00",ea,Stock Bin In Process,"ExpDate: 2026-10-15

Lot#: 9051186
",,
R050,00 Vcaps Plus Clear Capsules,1.00,ea,Stock Bin In Process,"ExpDate: 2026-10-23

Lot#: 9051198
",,
R050,00 Vcaps Plus Clear Capsules,"1,050,000.00",ea,Stock Bin In Process,"ExpDate: 2026-11-27

Lot#: 9051485
",,
R050,00 Vcaps Plus Clear Capsules,"1,983.00",ea,Stock Bin In Process,"ExpDate: 2026-10-19

Lot#: 9051181
",,
R050,00 Vcaps Plus Clear Capsules,1.00,ea,Stock Bin In Process,"ExpDate: 2026-09-04

Lot#: 9050635
",,
R050,00 Vcaps Plus Clear Capsules,"1,495,370.00",ea,Stock Bin In Process,"ExpDate: 2026-08-09

Lot#: 9050475
",,
R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin In Process,"ExpDate: 2026-10-23

Lot#: 9050938
",,
R050,00 Vcaps Plus Clear Capsules,"564,500.00",ea,Stock Bin In Process,"ExpDate: 2026-10-26

Lot#: 9051160
",,
R050,00 Vcaps Plus Clear Capsules,"2,864,624.00",ea,Stock Bin In Process,"ExpDate: 2026-10-27

Lot#: 9051191
",,
R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin In Process,"ExpDate: 2026-10-30

Lot#: 9051156
",,
R050,00 Vcaps Plus Clear Capsules,"70,000.00",ea,Stock Bin In Process,"ExpDate: 2026-10-27

Lot#: 9051194
",,
R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin In Process,"ExpDate: 2026-10-15

Lot#: 9051077
",,
R050,00 Vcaps Plus Clear Capsules,"2,100,000.00",ea,Stock Bin In Process,"ExpDate: 2026-10-28

Lot#: 9051133
",,
R051,00 Gelatin Clear Capsules,"349,793.00",ea,Stock Bin In Process,"ExpDate: 2026-04-30

Lot#: C2100298678
",,
R051,00 Gelatin Clear Capsules,"563,179.00",ea,Stock Bin In Process,"ExpDate: 2026-08-13

Lot#: 0051A51A-01713
",,
R051,00 Gelatin Clear Capsules,"13,122.00",ea,Stock Bin In Process,"ExpDate: 2025-08-30

Lot#: C2000262232
",,
R051,00 Gelatin Clear Capsules,"76,550.00",ea,Stock Bin In Process,"ExpDate: 2026-06-30

Lot#: C2100308503
",,
R053,Hyaluronic Acid (Sodium Hyaluronate),19.068,kg,Stock Bin In Process,"ExpDate: 2023-01-17

Lot#: 2021012505
",,
R053,Hyaluronic Acid (Sodium Hyaluronate),5.99935,kg,Stock Bin In Process,"ExpDate: 2024-01-17

Lot#: HA2021011830X
",,
R055,Boswellia Serrata 65%,31.506,kg,Stock Bin In Process,"ExpDate: 2023-04-29

Lot#: 20200430
",,
R055,Boswellia Serrata 65%,16.013,kg,Stock Bin In Process,"ExpDate: 2024-06-30

Lot#: NIGBS65-2106V437122
",,
R057,Shark Cartilage,74.88,kg,Stock Bin In Process,"ExpDate: 2023-07-16

Lot#: 20210717
",,
R057,Shark Cartilage,2.00,kg,Stock Bin In Process,"ExpDate: 2023-01-18

Lot#: 20210619
",,
R064,Povidone K30 (PVP),15.00,kg,Stock Bin In Process,"ExpDate: 2024-04-23

Lot#: YK001S210424A1P
",,
R064,Povidone K30 (PVP),136.186,kg,Stock Bin In Process,"ExpDate: 2024-06-07

Lot#: YK001S210608A1P
",,
R065,Vitamin B12 Pure Cyanocobalamin,0.005,kg,Stock Bin In Process,"ExpDate: 2025-01-07

Lot#: C200110D
",,
R065,Vitamin B12 Pure Cyanocobalamin,0.039,kg,Stock Bin In Process,"ExpDate: 2026-05-27

Lot#: 012105050
",,
R066,Folic Acid (Folate) (pure),0.22,kg,Stock Bin In Process,"ExpDate: 2023-09-30

Lot#: FO1904-E1
",,
R068,Lycopene 5%,13.838,kg,Stock Bin In Process,"ExpDate: 2023-04-13

Lot#: C3-0134-200414
",,
R068,Lycopene 5%,19.00,kg,Stock Bin In Process,"ExpDate: 2023-04-26

Lot#: 20042716-1
",,
R069,Choline Dl-Bitartrate,0.55,kg,Stock Bin In Process,"ExpDate: 2022-07-25

Lot#: 200200736
",,
